期別,開獎日,兌獎截止,銷售金額,獎金總額,獎號_1,獎號_2,獎號_3,獎號_4,獎號_5,獎號_6,特別號,頭獎_中獎注數,貳獎_中獎注數,參獎_中獎注數,肆獎_中獎注數,伍獎_中獎注數,陸獎_中獎注數,柒獎_中獎注數,普獎_中獎注數,頭獎_單注獎金,貳獎_單注獎金,參獎_單注獎金,肆獎_單注獎金,伍獎_單注獎金,陸獎_單注獎金,柒獎_單注獎金,普獎_單注獎金,頭獎_累積至次期獎金,貳獎_累積至次期獎金,參獎_累積至次期獎金,肆獎_累積至次期獎金,伍獎_累積至次期獎金
104000019,104/02/22,104/05/22,260782600,207098169,06,03,12,37,34,43,28,1,6,127,319,5293,7172,67609,89386,117293852,734604,34705,9211,1526,1000,400,400,0,0,0,0,0
104000018,104/02/21,104/05/21,308408150,169624482,27,17,40,02,11,05,20,0,3,119,298,6014,8366,79050,106056,0,1744321,43974,11706,1595,1000,400,400,63667739,0,0,0,0
104000017,104/02/20,104/05/20,559593750,614407269,10,45,29,05,09,28,41,3,11,250,465,11679,13415,134238,200594,141247901,875065,38502,13800,1511,1000,400,400,0,0,0,0,0
104000016,104/02/19,104/05/19,516089850,476305046,25,40,07,49,31,27,11,0,4,137,444,8821,12392,127209,160424,0,2346063,68498,14090,1950,1000,400,400,306630707,0,0,0,0
104000015,104/02/18,104/05/18,487544550,357069741,15,27,06,16,03,31,14,0,6,195,445,9418,12301,121183,163865,0,1418293,43639,12748,1656,1000,400,400,192455629,0,0,0,0
104000014,104/02/17,104/05/17,170542250,146421772,11,15,23,46,40,03,13,0,1,61,140,2834,3689,40333,53489,0,5241841,51718,15022,2040,1000,400,400,88920239,0,0,0,0
104000013,104/02/13,104/05/13,122228700,92370288,25,01,29,09,15,35,38,0,0,49,111,2581,3153,30329,42894,0,0,42592,12534,1482,1000,400,400,50536520,2087015,0,0,0
104000012,104/02/10,104/05/10,114223500,65338002,29,14,44,26,15,35,09,0,1,32,103,1853,2866,29765,34016,0,4581748,64583,13376,2044,1000,400,400,25144503,0,0,0,0
104000011,104/02/06,104/05/06,133167200,249232969,11,42,05,29,46,36,48,1,0,38,93,2162,2878,29984,41131,206591119,0,66186,18029,2132,1000,400,400,0,2515077,0,0,0
104000010,104/02/03,104/05/03,122413900,219348780,30,13,16,18,05,15,08,0,1,32,135,2330,3715,35917,41026,0,1970126,61566,9729,1550,1000,400,400,175991009,0,0,0,0
104000009,104/01/30,104/04/30,121710950,202564513,35,14,24,39,03,44,28,0,2,31,94,1987,2997,31045,37383,0,6247442,70786,15562,2024,1000,400,400,152021135,0,0,0,0
104000008,104/01/27,104/04/27,114568350,174336796,45,04,27,15,09,21,06,0,0,48,101,2307,3304,31919,40456,0,0,38448,12181,1466,1000,400,400,125322975,10300516,0,0,0
104000007,104/01/23,104/04/23,113354400,147861942,20,16,39,42,38,08,29,0,0,38,124,2274,2848,28301,38773,0,0,51579,10537,1580,1000,400,400,102869203,8455001,0,0,0
104000006,104/01/20,104/04/20,112155650,120113208,47,35,28,45,09,24,48,0,0,31,79,2046,2442,26104,36279,0,0,66368,17362,1843,1000,400,400,79022060,6494962,0,0,0
104000005,104/01/16,104/04/16,114578150,93243863,02,46,17,32,38,28,49,0,0,37,97,2059,2412,24969,37300,0,0,57889,14720,1907,1000,400,400,53990063,4437538,0,0,0
104000004,104/01/13,104/04/13,118302200,65066210,46,14,22,37,02,16,49,0,0,30,87,2047,2412,24141,36843,0,0,76521,17591,2056,1000,400,400,27930245,2295636,0,0,0
104000003,104/01/09,104/04/09,236369500,408289487,18,07,24,21,23,08,11,1,2,132,320,4997,7238,68033,84928,323240264,1847424,27991,7697,1355,1000,400,400,0,0,0,0,0
104000002,104/01/06,104/04/06,189137700,339303949,16,37,43,11,30,29,13,0,1,53,165,3260,3991,42975,59824,0,3534908,66696,14282,1987,1000,400,400,278286262,0,0,0,0
104000001,104/01/02,104/04/02,155706550,289411837,31,23,48,29,22,13,06,0,1,38,115,2525,4179,38884,47564,0,5530538,74021,16306,2042,1000,400,400,235278214,0,0,0,0
103000108,103/12/30,104/03/30,139737900,244845838,48,49,07,44,32,30,45,0,0,52,99,2344,3215,29986,40878,0,0,52263,18301,2125,1000,400,400,201055521,2717714,0,0,0
103000107,103/12/26,104/03/26,124385000,206763342,49,32,42,45,09,27,30,0,1,46,94,2357,2460,26877,36501,0,2436033,52957,17276,1894,1000,400,400,167989993,0,0,0,0
103000106,103/12/23,104/03/23,113913800,175853938,32,39,03,31,30,27,35,0,1,35,94,1960,2725,26595,37093,0,2067143,59061,14660,1933,1000,400,400,138351592,0,0,0,0
103000105,103/12/19,104/03/19,106154200,148583315,09,01,24,41,32,49,40,0,1,22,89,1732,2256,23366,31905,0,3873280,92782,15290,2160,1000,400,400,113201348,0,0,0,0
103000104,103/12/16,104/03/16,103940850,123243902,35,45,34,32,17,28,08,0,0,26,93,1829,2570,26246,33912,0,0,70463,13133,1836,1000,400,400,88366449,1832056,0,0,0
103000103,103/12/12,104/03/12,103420750,104199451,24,08,29,32,07,48,37,0,2,38,80,1925,2456,24554,34961,0,2715469,48346,15309,1749,1000,400,400,66076435,0,0,0,0
103000102,103/12/09,104/03/09,98502900,78620189,41,23,09,07,43,33,24,0,0,31,80,1715,2372,25063,32061,0,0,56041,14477,1857,1000,400,400,43724265,3593774,0,0,0
103000101,103/12/05,104/03/05,99073200,54490260,47,30,11,34,37,18,17,0,0,21,85,1674,2195,24207,29178,0,0,88403,14560,2033,1000,400,400,22587119,1856475,0,0,0
103000100,103/12/02,104/03/02,95229550,132565183,11,26,42,13,09,23,47,1,1,33,75,1950,2179,21887,35760,100000000,1628307,49342,14473,1530,1000,400,400,0,0,0,0,0
103000099,103/11/28,104/02/28,104249600,57337280,35,44,01,40,10,21,36,0,1,35,81,1585,2352,24442,31731,0,1950964,55741,16057,2256,1000,400,400,23736738,0,0,0,0
103000098,103/11/25,104/02/25,144285700,320892077,15,32,16,01,44,48,40,2,1,31,101,2175,2944,29145,41375,138362345,2892308,93300,19091,2437,1000,400,400,0,0,0,0,0
103000097,103/11/21,104/02/21,137759000,285472166,03,32,02,34,26,22,40,0,2,38,100,2337,2810,29751,43635,0,1308091,68846,17441,2052,1000,400,400,241534942,0,0,0,0
103000096,103/11/18,104/02/18,123248900,256386049,12,20,43,11,28,26,06,0,1,65,156,2466,3850,36060,43814,0,4164400,29526,8201,1426,1000,400,400,209704716,0,0,0,0
103000095,103/11/14,104/02/14,116312350,223009627,44,15,41,29,16,34,49,0,0,43,108,2010,2448,24412,35849,0,0,52213,13859,2047,1000,400,400,186353991,2245163,0,0,0
103000094,103/11/11,104/02/11,112944800,198937560,18,23,11,36,05,43,14,0,1,53,122,2568,3163,30003,41293,0,1826294,34458,9979,1303,1000,400,400,159037835,0,0,0,0
103000093,103/11/07,104/02/07,110992150,175082582,49,25,40,27,19,11,33,0,1,45,106,1867,2645,27244,34290,0,3910773,45049,12749,1990,1000,400,400,136817920,0,0,0,0
103000092,103/11/04,104/02/04,101302700,144953322,20,38,03,35,30,41,47,0,0,23,84,1737,2244,22875,32325,0,0,81893,14948,1988,1000,400,400,112153351,1883549,0,0,0
103000091,103/10/31,104/01/31,104677500,136019792,14,08,27,49,10,02,20,0,1,51,124,2396,3240,28349,39188,0,10791411,32138,8812,1254,1000,400,400,89236837,0,0,0,0
103000090,103/10/28,104/01/28,100440550,109200021,16,32,25,05,37,44,21,0,0,32,104,1610,2395,24071,30549,0,0,58123,11922,2117,1000,400,400,69294825,9152342,0,0,0
103000089,103/10/24,104/01/24,103306350,85366579,36,01,20,45,17,37,15,0,0,32,81,1661,2280,24844,31092,0,0,60307,15883,2130,1000,400,400,46665335,7292384,0,0,0
103000088,103/10/21,104/01/21,99453500,58156303,31,44,42,28,14,38,45,0,0,28,87,1593,2132,21945,30071,0,0,68059,14602,2193,1000,400,400,23185548,5362539,0,0,0
103000087,103/10/17,104/01/17,103650200,135618981,32,36,33,02,20,11,39,1,0,29,71,1924,2442,24212,33577,100000000,0,65068,17718,1798,1000,400,400,0,3456878,0,0,0
103000086,103/10/14,104/01/14,101116450,55614047,47,36,20,09,14,10,08,0,0,48,107,2238,3133,30279,35512,0,0,32705,9781,1286,1000,400,400,19100192,1569878,0,0,0
103000085,103/10/10,104/01/10,95572000,134127282,11,26,01,24,28,19,33,1,3,41,79,1981,2602,26327,35438,100000000,505132,36960,12788,1402,1000,400,400,0,0,0,0,0
103000084,103/10/07,104/01/07,102854600,56570030,45,40,17,47,18,41,29,0,2,26,75,1536,2201,23311,29383,0,998742,76826,17755,2384,1000,400,400,24302743,0,0,0,0
103000083,103/10/03,104/01/03,108018400,150895455,10,14,19,37,24,35,39,2,2,36,77,1934,2617,26239,36137,55512668,2807873,53071,16541,1811,1000,400,400,0,0,0,0,0
103000082,103/09/30,103/12/30,101577500,121534477,49,41,18,47,36,35,15,0,0,26,73,1769,2098,21860,30860,0,0,75419,17907,2032,1000,400,400,87780151,3705184,0,0,0
103000081,103/09/26,103/12/26,104791750,100335860,15,19,29,22,37,08,39,0,0,52,103,2476,2582,25524,39431,0,0,33543,11289,1291,1000,400,400,63922565,1744287,0,0,0
103000080,103/09/23,103/12/23,91180400,72287099,38,28,20,32,02,11,16,0,2,35,77,1686,2153,0,31359,0,1595367,91163,23021,3995,1000,0,400,42700398,0,0,0,0
103000079,103/09/19,103/12/19,96584650,53121557,06,17,29,02,32,39,04,0,1,28,96,1632,2340,0,31532,0,3435188,122685,19879,4443,1000,0,400,22137879,0,0,0,0
103000078,103/09/16,103/12/16,97445650,140736148,41,19,07,18,16,12,45,1,1,35,74,1826,2211,0,33893,100000000,12485068,97269,25558,3935,1000,0,400,0,0,0,0,0
103000077,103/09/12,103/12/12,104362500,62694265,27,49,02,36,31,23,15,0,0,36,95,1688,2647,0,31721,0,0,105159,22138,4734,1000,0,400,24397105,9080647,0,0,0
103000076,103/09/09,103/12/09,143518750,278955351,42,49,21,41,29,23,14,1,0,31,94,2155,3314,0,41973,234142663,0,170802,31293,5187,1000,0,400,0,5294890,0,0,0
103000075,103/09/05,103/12/05,145572900,253221680,16,25,32,10,36,27,45,0,1,51,112,2596,3234,0,46891,0,12046591,102484,25926,4250,1000,0,400,200020039,0,0,0,0
103000074,103/09/02,103/12/02,95693450,100233247,39,36,43,07,08,42,22,0,0,28,82,1592,2424,0,30165,0,0,122597,23256,4552,1000,0,400,66336716,6819869,0,0,0
103000073,103/08/29,103/11/29,96861350,75660182,39,38,21,23,10,09,35,0,0,45,92,1768,2430,0,33022,0,0,75269,20453,4044,1000,0,400,44214706,3387144,0,0,0
103000072,103/08/26,103/11/26,95666750,52616712,23,32,43,19,01,17,09,0,2,28,87,1577,2521,0,28746,0,1736879,124062,22182,4650,1000,0,400,22386440,0,0,0,0
103000071,103/08/22,103/11/22,103235700,145981401,43,08,23,30,16,31,18,2,2,45,93,2046,2566,0,36573,56080369,1781299,79168,21281,3675,1000,0,400,0,0,0,0,0
103000070,103/08/19,103/11/19,94965250,125888029,12,19,06,07,14,09,17,0,2,71,149,2735,3112,0,39787,0,3351056,42089,11142,2306,1000,0,400,89201766,0,0,0,0
103000069,103/08/15,103/11/15,102149550,102192614,47,46,29,23,18,48,05,0,0,40,96,1771,2456,0,31156,0,0,92843,21491,4426,1000,0,400,69943396,3713746,0,0,0
103000068,103/08/12,103/11/12,93928700,80469060,12,10,06,04,34,45,44,0,1,36,72,1840,2112,0,33045,0,7139538,90826,25229,3751,1000,0,400,46010362,0,0,0,0
103000067,103/08/08,103/11/08,102084050,56146227,32,42,26,45,38,31,37,0,0,24,71,1489,1984,0,27912,0,0,161240,30279,5486,1000,0,400,24938507,3869768,0,0,0
103000066,103/08/05,103/11/05,97575400,135045671,40,11,26,33,04,42,34,1,1,34,90,1943,2107,0,33663,100000000,6902361,100837,21163,3725,1000,0,400,0,0,0,0,0
103000065,103/08/01,103/11/01,98483700,54166035,45,08,21,32,05,23,18,0,0,44,95,2010,2447,0,32801,0,0,78951,20315,3648,1000,0,400,22387208,3473877,0,0,0
103000064,103/07/29,103/10/29,99571750,136219378,47,36,32,31,44,34,46,1,1,25,96,1476,2127,0,27515,100000000,9347994,149873,21683,5359,1000,0,400,0,0,0,0,0
103000063,103/07/25,103/10/25,155118450,360227761,45,30,21,32,05,35,26,1,0,52,110,2754,3462,0,49045,311008999,0,107714,28288,4293,1000,0,400,0,5601163,0,0,0
103000062,103/07/22,103/10/22,146404500,323417074,28,03,13,09,17,42,14,0,2,53,123,3237,3921,0,53495,0,2484156,93741,22440,3240,1000,0,400,274912614,0,0,0,0
103000061,103/07/18,103/10/18,143077350,293429553,19,15,21,02,30,01,40,0,1,49,107,2697,3159,0,48373,0,9485920,103195,26254,3958,1000,0,400,242894599,0,0,0,0
103000060,103/07/15,103/10/15,122148700,248944891,07,32,18,23,48,34,13,0,0,35,99,2082,2917,0,37625,0,0,126552,24855,4491,1000,0,400,210307681,4429330,0,0,0
103000059,103/07/11,103/10/11,112989750,222515318,07,18,30,01,15,14,33,0,2,37,101,2358,2610,0,40749,0,3787569,105165,21403,3483,1000,0,400,181763106,0,0,0,0
103000058,103/07/08,103/10/08,104194650,190252597,33,10,39,22,47,25,38,0,0,49,71,1877,2652,0,34304,0,0,75183,28826,4143,1000,0,400,156686945,3684011,0,0,0
103000057,103/07/04,103/10/04,102991450,169260050,48,14,24,17,27,03,28,0,2,35,115,1854,2651,0,33316,0,3458351,104574,17681,4167,1000,0,400,132945540,0,0,0,0
103000056,103/07/01,103/10/01,96234500,141300198,09,21,48,08,07,06,18,0,0,39,98,2145,2761,0,34959,0,0,83502,18461,3205,1000,0,400,109358160,3256593,0,0,0
103000055,103/06/27,103/09/27,99717050,121096966,35,34,36,27,13,21,24,0,3,45,128,1872,2970,0,34347,0,1144067,76271,14896,3870,1000,0,400,88371223,0,0,0,0
103000054,103/06/24,103/09/24,95417400,96975449,14,40,08,01,12,41,15,0,1,34,78,1697,2308,0,31650,0,3376041,99295,24045,4199,1000,0,400,66252589,0,0,0,0
103000053,103/06/20,103/09/20,98019550,90179719,14,36,12,16,33,47,48,0,1,32,62,1640,1956,0,30550,0,18395371,111753,32044,4603,1000,0,400,44495879,0,0,0,0
103000052,103/06/17,103/09/17,95972150,64275521,03,06,20,48,18,25,12,0,0,30,120,1637,3300,0,31256,0,0,110946,15409,4292,1000,0,400,21449723,14819244,0,0,0
103000051,103/06/13,103/09/13,109214700,142049147,28,32,37,42,04,21,16,1,0,39,97,1805,2505,0,32800,100267089,0,102560,22908,4678,1000,0,400,0,11490839,0,0,0
103000050,103/06/10,103/09/10,104901000,112693200,03,32,11,35,33,28,30,0,0,35,103,2024,2985,0,36092,0,0,103561,19550,3780,1000,0,400,74490100,7490962,0,0,0
103000049,103/06/06,103/09/06,106674850,84886176,41,29,47,49,25,40,48,0,0,26,138,1857,2812,0,32250,0,0,148704,15564,4395,1000,0,400,51131325,3866325,0,0,0
103000048,103/06/03,103/09/03,109006350,59953492,31,32,16,44,35,33,46,0,2,27,87,1785,2272,0,31208,0,2033923,150660,25976,4811,1000,0,400,26215009,0,0,0,0
103000047,103/05/30,103/08/30,183799350,423450647,21,09,17,35,24,30,15,1,4,97,230,4085,5157,0,66246,362632865,1562270,64423,15094,3229,1000,0,400,0,0,0,0,0
103000046,103/05/27,103/08/27,143587750,272577912,26,19,23,10,39,32,16,0,2,59,145,2751,3776,0,49199,0,4220238,84687,19144,3834,1000,0,400,222361005,0,0,0,0
103000045,103/05/23,103/08/23,96964050,121297042,30,11,22,46,17,27,15,0,0,22,71,1778,2440,0,31562,0,0,156540,26947,4089,1000,0,400,90160762,3443888,0,0,0
103000044,103/05/20,103/08/20,92056500,97533175,34,33,30,13,35,06,38,0,1,34,75,1771,2109,0,30509,0,3268662,96137,24212,3896,1000,0,400,67966815,0,0,0,0
103000043,103/05/16,103/08/16,98416400,88320931,45,41,31,42,14,38,29,0,1,20,74,1597,2003,0,28918,0,14464219,182514,27404,4825,1000,0,400,46902100,0,0,0,0
103000042,103/05/13,103/08/13,98769950,61509780,32,20,31,44,29,15,23,0,0,30,83,1561,2171,0,29614,0,0,120920,24281,4906,1000,0,400,23377985,10813926,0,0,0
103000041,103/05/09,103/08/09,103429200,152984028,13,01,27,21,37,11,03,2,0,43,109,1985,2903,0,35098,57837022,0,83603,18322,3823,1000,0,400,0,7186308,0,0,0
103000040,103/05/06,103/08/06,96670950,122531297,10,46,39,35,40,25,31,0,0,32,69,1515,1961,0,28260,0,0,112230,28915,5004,1000,0,400,92506607,3591361,0,0,0
103000039,103/05/02,103/08/02,100149050,102103594,01,25,37,23,07,40,12,0,1,32,130,1826,3186,0,33444,0,3466653,108332,14814,4007,1000,0,400,69362275,0,0,0,0
103000038,103/04/29,103/07/29,99631300,78198092,02,46,09,44,30,27,22,0,4,36,83,1538,2301,0,29427,0,916321,101813,24533,5031,1000,0,400,47021617,0,0,0,0
103000037,103/04/25,103/07/25,100622800,55342540,46,24,34,04,38,35,30,0,1,33,80,1696,2151,0,32113,0,3631170,110035,25216,4519,1000,0,400,23400877,0,0,0,0
103000036,103/04/22,103/07/22,100250000,140267972,18,37,20,11,12,15,42,1,1,36,89,2064,2263,0,36232,100000000,10846211,95954,21562,3533,1000,0,400,0,0,0,0,0
103000035,103/04/18,103/07/18,103283950,60388963,08,48,15,40,09,44,24,0,0,29,75,1636,2286,0,30493,0,0,131347,28215,4915,1000,0,400,24547323,7391858,0,0,0
103000034,103/04/15,103/07/15,103966900,134092694,26,44,24,08,35,05,41,2,0,42,66,2185,2461,0,37280,50000000,0,85304,30158,3461,1000,0,400,0,3582791,0,0,0
103000033,103/04/11,103/07/11,108775850,137646174,01,03,17,09,12,04,15,1,3,85,153,3069,3468,0,45291,100000000,1147269,40491,12497,2367,1000,0,400,0,0,0,0,0
103000032,103/04/08,103/07/08,105973250,81210878,28,27,17,01,45,14,11,0,3,45,133,2121,3355,0,37311,0,1200176,80011,15039,3583,1000,0,400,46129005,0,0,0,0
103000031,103/04/04,103/07/04,99116150,62761237,08,24,35,37,41,47,23,0,3,32,108,1769,2649,0,30845,0,3934924,111169,18299,4245,1000,0,400,22925591,0,0,0,0
103000030,103/04/01,103/07/01,112380550,195944047,46,18,29,30,47,22,06,1,0,29,87,1684,2524,0,31476,157172974,0,144915,26836,5268,1000,0,400,0,8247355,0,0,0
103000029,103/03/28,103/06/28,112023600,165636331,09,18,23,36,47,35,41,0,0,46,92,2046,2377,0,35734,0,0,87930,24425,4173,1000,0,400,130089931,4044814,0,0,0
103000028,103/03/25,103/06/25,108919250,142208910,19,25,47,42,30,23,16,0,3,30,89,1814,2328,0,33018,0,2669376,133111,24927,4647,1000,0,400,104023351,0,0,0,0
103000027,103/03/21,103/06/21,108988100,112358847,47,26,46,08,31,18,20,0,0,26,68,1691,2355,0,32449,0,0,154415,32800,5012,1000,0,400,78288527,4014796,0,0,0
103000026,103/03/18,103/06/18,112906700,89150396,26,40,35,39,12,28,16,0,1,38,107,2072,2749,0,39048,0,3935743,103572,20434,4010,1000,0,400,52415392,0,0,0,0
103000025,103/03/14,103/06/14,114016150,62708882,47,08,40,41,27,02,28,0,1,35,91,1711,2638,0,33575,0,4197679,119933,25626,5179,1000,0,400,27051711,0,0,0,0
103000024,103/03/11,103/06/11,118655200,136735172,40,20,15,16,13,43,14,1,3,35,96,1742,2561,0,33795,100000000,1475440,126466,25615,5364,1000,0,400,0,0,0,0,0
103000023,103/03/07,103/06/07,115346600,137113949,38,26,06,37,18,30,16,1,2,48,106,2185,2893,0,37892,100000000,2042587,85107,21410,3947,1000,0,400,0,0,0,0,0
103000022,103/03/04,103/06/04,117888450,141547172,43,08,40,35,37,26,06,1,3,43,75,2085,2643,0,37239,100000000,2799852,99000,31533,4310,1000,0,400,0,0,0,0,0
103000021,103/02/28,103/05/28,116192300,63905765,17,24,13,18,32,28,37,0,0,32,129,1987,2907,0,37426,0,0,129454,17840,4401,1000,0,400,26696451,4142552,0,0,0
103000020,103/02/25,103/05/25,147445850,228147635,13,09,05,03,46,12,04,1,1,58,159,2860,4223,0,51886,164469923,20181431,87079,17647,3728,1000,0,400,0,0,0,0,0
103000019,103/02/21,103/05/21,140264750,187760475,11,12,23,40,28,48,09,0,0,45,138,2517,4158,0,46508,0,0,108768,19704,4105,1000,0,400,131921590,15130828,0,0,0
103000018,103/02/18,103/05/18,137949100,148671664,47,19,06,26,32,20,35,0,0,38,100,2176,3053,0,40946,0,0,133675,28220,4928,1000,0,400,100378632,10236231,0,0,0
103000017,103/02/14,103/05/14,144576550,113928909,24,10,48,33,20,19,01,0,0,55,127,2431,3783,0,46097,0,0,93755,22557,4478,1000,0,400,67643082,5156577,0,0,0
103000016,103/02/11,103/05/11,146964550,89513183,15,31,21,06,44,22,41,0,1,37,104,2414,3133,0,45917,0,14022444,144317,28524,4669,1000,0,400,34411807,0,0,0,0
103000015,103/02/07,103/05/07,260755350,330079044,22,05,28,11,21,12,25,1,0,128,315,6261,7702,0,98098,242618662,0,67833,15313,2927,1000,0,400,0,8682681,0,0,0
103000014,103/02/04,103/05/04,382041100,310122605,19,46,32,12,42,08,28,0,5,121,382,6916,10465,0,125594,0,2689560,111138,19557,4104,1000,0,400,186663602,0,0,0,0
103000013,103/02/03,103/05/03,312885200,201322534,02,16,27,30,17,01,48,2,3,109,249,6033,7289,0,106976,50000000,3660223,100740,24499,3842,1000,0,400,0,0,0,0,0
103000012,103/02/02,103/05/02,365275250,216578907,14,45,03,24,19,13,05,1,3,101,307,6329,8977,0,116352,100000000,4361507,129549,23678,4364,1000,0,400,0,0,0,0,0
103000011,103/02/01,103/05/01,673933050,668825176,36,37,13,19,09,06,27,2,7,239,635,12970,17491,0,230016,224819074,3357845,98346,20564,3825,1000,0,400,0,0,0,0,0
103000010,103/01/31,103/04/30,670393200,510859037,38,17,23,49,48,27,19,0,4,213,529,11575,15594,0,210309,0,6052469,113661,25425,4415,1000,0,400,298161999,0,0,0,0
103000009,103/01/30,103/04/30,608966100,334931355,09,22,49,48,45,44,08,0,6,194,499,10456,14626,0,188079,0,3676106,113694,24556,4453,1000,0,400,142142777,0,0,0,0
103000008,103/01/28,103/04/28,157096650,218922795,02,30,07,26,05,01,24,2,2,78,179,3905,4402,0,59732,80491735,5234383,67048,16231,2827,1000,0,400,0,0,0,0,0
103000007,103/01/24,103/04/24,143544500,172467560,04,20,29,41,45,01,36,0,0,41,127,2236,3275,0,43658,0,0,127780,22917,4946,1000,0,400,127280624,5239014,0,0,0
103000006,103/01/21,103/04/21,132900400,141270573,22,43,12,44,38,15,09,0,1,57,116,2254,3590,0,42839,0,9744912,82688,22573,4414,1000,0,400,93518085,0,0,0,0
103000005,103/01/17,103/04/17,141157800,108354326,20,29,13,15,26,36,37,0,0,44,122,2579,3260,0,46174,0,0,114355,22912,4118,1000,0,400,63143706,5031647,0,0,0
103000004,103/01/14,103/04/14,128619400,70740670,11,49,02,45,41,21,26,0,2,30,86,1996,2747,0,37581,0,2383257,158883,30791,5041,1000,0,400,30717536,0,0,0,0
103000003,103/01/10,103/04/10,140617450,149849635,07,19,17,30,37,32,03,1,1,58,148,2605,4097,0,44905,100000000,9548037,85780,18675,4031,1000,0,400,0,0,0,0,0
103000002,103/01/07,103/04/07,132190750,106318850,01,07,25,36,21,35,39,0,0,37,117,2622,3305,0,46478,0,0,123588,21713,3681,1000,0,400,63082990,4572784,0,0,0
103000001,103/01/03,103/04/03,146792850,80736067,11,35,21,18,37,20,08,0,2,36,128,2682,3829,0,47380,0,2607978,144887,22638,4105,1000,0,400,33613938,0,0,0,0
